Cedula;Nombre;Sexo;eCivil;Nacido;Salario;Provincia;Politico
306660481;Caballero Roldan, Odir;F;D;07/01/1987;95000;Heredia;Republicano Social Cristiano
504020162;Sanchez Barahona, Julia;F;V;14/07/1983;1615000;Guanacaste;Renovación Costarricense
507210288;González Domingues, Yirlania;M;V;10/05/1969;760000;San José;Frente Amplio
500190243;Hurtado Padilla, Zaida;M;S;13/06/1993;190000;Limón;Renovación Costarricense
204720952;Esquivel Nicolas, Olga;F;C;28/08/1997;2375000;Limón;Acción Ciudadana
104560680;Ugalde Ocampo, Walter;M;D;27/01/1963;2565000;Guanacaste;Frente Amplio
404260277;García Barboza, Odir;F;S;14/01/1966;2090000;Guanacaste;Acción Ciudadana
406500936;Durán Molina, Zacarías;M;S;23/06/1974;2090000;Cartago;Renovación Costarricense
301560943;Torres Duarte, Giovanna;F;D;02/05/1974;570000;Alajuela;Accesibilidad sin Exclusión
604750133;Williams Trujillo, Alvaro;F;S;03/12/1988;3135000;Alajuela;Liberación Nacional
407580630;Naranjo Campos, Yonan;F;S;19/05/1994;285000;Limón;Movimiento Libertario
607620222;Ibarra Escalante, Laura;F;D;02/06/1962;1995000;Heredia;Renovación Costarricense
509750494;Flores Madrigal, Tatiana;F;C;03/05/1972;2660000;Guanacaste;Movimiento Libertario
201570336;Urbina Caballero, José;M;D;31/01/1981;1425000;Puntarenas;Acción Ciudadana
100640323;Angulo García, Kenneth;F;S;09/07/1981;1900000;San José;Liberación Nacional
302510136;Ordoñez Espinoza, Zoe;M;U;20/11/1974;2375000;San José;Acción Ciudadana
201320098;Trujillo González, Zaida;F;S;16/03/1999;3135000;Heredia;Acción Ciudadana
308590292;De la O Talavera, Xiomara;F;S;22/02/1999;3230000;Guanacaste;Unidad Social Cristiana
504390976;Duarte Barboza, Hilda;M;S;28/11/1987;1995000;Heredia;Republicano Social Cristiano
606660810;Vargas Alvarado, Gerardo;M;D;08/04/1988;1235000;Limón;Accesibilidad sin Exclusión
602480038;Sancho Palma, Pablo;F;V;19/06/1982;1900000;Cartago;Liberación Nacional
508680599;Madrigal Lara, Alfonso;M;C;06/12/1976;1520000;Alajuela;Republicano Social Cristiano
505710089;Quintana Bolaños, Zaida;F;C;03/08/1990;665000;Guanacaste;Movimiento Libertario
307390865;Valencia Manzanares, Giovanna;F;D;02/09/1999;285000;Limón;Frente Amplio
701880989;Quiroga Fournier, Nestor;M;C;22/03/1995;475000;Heredia;Partido Integración Nacional
202890789;Wright Lagos, Fabiola;F;U;03/12/1996;855000;Limón;Unidad Social Cristiana
206320558;Barboza Blanco, Grisel;F;V;11/12/1989;1805000;Limón;Republicano Social Cristiano
304180910;Barahona Zamora, Tatiana;F;C;25/02/1962;2660000;Heredia;Renovación Costarricense
708090441;Sancho Sáenz, Julia;F;U;05/12/1976;570000;Cartago;Renovación Costarricense
206750790;Ocampo Herrera, Zoe;F;S;25/10/1997;190000;Puntarenas;Movimiento Libertario
705820700;Flores Elizondo, Orlando;M;S;05/08/1989;380000;Alajuela;Acción Ciudadana
503050834;Monestel Sancho, Elsa;M;V;21/01/1991;3040000;Limón;Acción Ciudadana
202980874;López Flores, Yirlania;F;D;02/01/1978;3040000;San José;Accesibilidad sin Exclusión
401820386;Fonseca Roldan, Vanesa;M;C;09/05/1994;1615000;Alajuela;Accesibilidad sin Exclusión
209160977;Molina Ulloa, Ofelia;F;S;13/01/1976;1805000;Alajuela;Unidad Social Cristiana
205730107;Williams Ordoñez, Teodóro;M;U;05/06/1988;1330000;Heredia;Partido Integración Nacional
102870778;Williams Duarte, Hellen;F;U;15/12/1987;1235000;Cartago;Accesibilidad sin Exclusión
109710260;Padilla Fernández, Arturo;F;U;24/10/1975;1520000;Guanacaste;Liberación Nacional
407620282;De la O Galan, Sabrina;M;D;04/03/1976;2850000;Heredia;Republicano Social Cristiano
205250365;Padilla Trujillo, Nidia;F;V;24/12/1993;760000;San José;Liberación Nacional
202400123;Zarate Iglesias, Hilda;F;S;18/11/1960;665000;Alajuela;Republicano Social Cristiano
601100858;Torres Naranjo, Tatiana;M;S;29/08/1970;2565000;Guanacaste;Unidad Social Cristiana
308470677;Ruiz Ordoñez, Cindy;M;V;18/10/1972;950000;Puntarenas;Renovación Costarricense
708150254;Sanchez Acevedo, Cindy;F;D;03/09/1960;950000;Limón;Republicano Social Cristiano
307510723;Noguera Talavera, Mauricio;M;C;17/07/1988;1900000;Puntarenas;Movimiento Libertario
701450172;Quirós Saborío, Mauricio;M;D;01/11/1976;2850000;San José;Movimiento Libertario
500270981;Paniagua Lamas, Olga;F;D;17/06/1990;2850000;Cartago;Unidad Social Cristiana
604320183;Galan Blanco, Pedro;F;V;25/01/1993;1235000;Cartago;Liberación Nacional
701940146;García Mendez, José;M;U;30/09/1973;570000;Limón;Acción Ciudadana
102110613;Fajardo Zamora, Patricia;F;C;07/09/1962;285000;Heredia;Frente Amplio
609350590;Quintero Tenorio, Xavier;F;D;01/12/1991;2660000;Guanacaste;Renovación Costarricense
509900863;Acevedo Cespedes, David;M;V;07/02/1964;2090000;Guanacaste;Republicano Social Cristiano
202520281;Ojeda Espinoza, Elena;F;U;06/09/1972;1710000;Alajuela;Partido Integración Nacional
206190125;Vargas Ocampo, Hellen;F;U;02/11/1985;1995000;San José;Renovación Costarricense
107300741;Jiménez Chavarría, Yirlania;M;D;04/04/1968;1710000;Heredia;Movimiento Libertario
407550192;Ugalde Quintero, Tobías;M;V;04/03/1991;1995000;Alajuela;Accesibilidad sin Exclusión
303690851;Rivera Bolaños, Diana;M;D;02/06/1976;475000;Alajuela;Liberación Nacional
402300199;Izaguirre Rivera, Hector;F;V;06/10/1987;190000;Heredia;Acción Ciudadana
208900118;Fajardo Infante, Gerardo;M;S;05/08/1974;285000;San José;Liberación Nacional
407740453;Quiroga Torres, Jessica;M;D;05/02/1967;285000;Puntarenas;Acción Ciudadana
708680656;Noguera Esquivel, Alvaro;F;U;02/03/1971;665000;San José;Renovación Costarricense
405200699;Bolaños Díaz, Nuria;F;C;22/12/1962;950000;Guanacaste;Partido Integración Nacional
500960746;Williams Nuñez, Zoe;F;C;10/11/1994;760000;Heredia;Renovación Costarricense
400190313;Ugalde Padilla, Francini;F;U;05/06/1967;1045000;Heredia;Partido Integración Nacional
608800812;Duarte Díaz, Kevin;F;S;18/08/1966;570000;Cartago;Liberación Nacional
703220568;López Ibanez, Braulio;F;S;24/03/1978;1615000;Guanacaste;Partido Integración Nacional
407070658;Cubero Fajardo, Ximena;M;C;06/07/1985;475000;San José;Republicano Social Cristiano
308720029;Valencia Vargas, Raúl;M;U;21/01/1969;2375000;Guanacaste;Partido Integración Nacional
500360683;López Acevedo, Olga;M;C;06/01/1977;380000;Cartago;Movimiento Libertario
604200357;Saborío Juárez, Valeria;M;S;12/09/1963;1615000;Limón;Unidad Social Cristiana
308410136;Vargas Wright, Wilfrido;M;S;18/08/1960;2755000;Guanacaste;Accesibilidad sin Exclusión
608660968;Izaguirre Trujillo, Elsa;F;S;13/05/1988;3230000;Guanacaste;Frente Amplio
503950743;Escalante Saborío, Debora;M;D;03/12/1970;2280000;Heredia;Unidad Social Cristiana
500920642;Rivera Ugarte, Sabrina;F;S;06/09/1984;950000;Cartago;Accesibilidad sin Exclusión
701660309;Cubero Labrador, Ximena;F;S;23/10/1981;1615000;Guanacaste;Renovación Costarricense
600580606;Duarte Ureña, Francisco;M;S;01/07/1973;2850000;Heredia;Unidad Social Cristiana
602560703;Caballero Díaz, Olga;F;D;14/03/1986;0;Cartago;Unidad Social Cristiana
708100819;Infante Fernández, Kevin;M;C;03/01/1990;1615000;Limón;Movimiento Libertario
205440033;Sanchez Jerez, Verónica;F;V;15/02/1967;380000;Puntarenas;Renovación Costarricense
209460850;Ugalde Palacios, Diego;M;V;22/01/1960;2850000;Alajuela;Movimiento Libertario
306770130;Hernández Fournier, Ximena;F;S;18/10/1970;1045000;Heredia;Liberación Nacional
501320272;Nicolas Izaguirre, Sandra;M;C;19/04/1990;2185000;Guanacaste;Accesibilidad sin Exclusión
702550107;Varela Barahona, Debora;F;V;10/03/1985;2945000;Puntarenas;Acción Ciudadana
603870246;Trujillo Talavera, David;M;D;15/11/1964;2945000;Heredia;Acción Ciudadana
102950124;Jiménez Zamora, Adriana;F;V;13/10/1979;2185000;Alajuela;Frente Amplio
101730654;Almengor Salas, Olga;F;C;14/08/1996;2375000;Cartago;Unidad Social Cristiana
205740917;Torres Palacios, Yolanda;M;V;08/11/1967;1805000;Cartago;Partido Integración Nacional
501110516;Urbina Ordoñez, Yonan;F;S;17/08/1966;2470000;Alajuela;Movimiento Libertario
602680734;Hernández Saborío, Beverly;M;V;29/02/1996;1140000;Alajuela;Renovación Costarricense
107820726;Jiménez Elizondo, Hilda;F;D;06/03/1996;760000;San José;Unidad Social Cristiana
608440706;Ojeda Chavarría, Lorena;M;V;01/12/1973;2375000;Heredia;Unidad Social Cristiana
105320823;Caballero Ramírez, Karla;F;V;15/01/1993;1805000;Cartago;Renovación Costarricense
202240631;Obregón Madrigal, Wilfrido;F;S;13/09/1986;1995000;Heredia;Frente Amplio
203200954;Esquivel Redondo, Indira;F;S;01/03/1977;2090000;Guanacaste;Movimiento Libertario
606520239;Nicolas Sanchez, Irma;M;S;08/08/1996;2755000;Cartago;Partido Integración Nacional
509930264;Tijerino Quirós, Debora;F;D;26/05/1960;1235000;Puntarenas;Accesibilidad sin Exclusión
206800270;Ochoa Huertas, Xiomara;M;U;14/01/1986;0;San José;Partido Integración Nacional
209770021;González Hidalgo, Úrsula;F;D;05/09/1974;475000;Limón;Unidad Social Cristiana
501890937;Lagos Saborío, Yvone;M;C;22/12/1985;3040000;Limón;Liberación Nacional
500860313;Jácamo Molina, Elena;M;S;17/07/1983;475000;Alajuela;Frente Amplio
308730222;García Fonseca, Odir;M;S;15/11/1971;0;Puntarenas;Frente Amplio
208350916;Ibarra Ballesteros, Hector;M;C;03/11/1974;1900000;Heredia;Movimiento Libertario
403180145;Fajardo Ugalde, Tania;F;D;07/11/1972;2755000;Puntarenas;Republicano Social Cristiano
402370749;Durán Talavera, Fabiola;M;D;18/12/1965;3230000;Cartago;Acción Ciudadana
509510697;Torres Gaitan, Kevin;M;S;16/04/1984;1615000;Puntarenas;Acción Ciudadana
602480006;Jaén Tenorio, Olga;F;S;10/01/1986;3135000;San José;Republicano Social Cristiano
603810590;Quirós Gaitan, Sergio;M;U;11/01/1968;2850000;San José;Frente Amplio
104720177;Talavera Jiménez, Tobías;F;U;02/02/1972;2945000;Puntarenas;Partido Integración Nacional
508450167;Espinoza Tijerino, Diana;M;S;01/01/1983;855000;Alajuela;Frente Amplio
307020277;Ramírez Trujillo, Vilma;M;C;28/07/1988;1995000;San José;Renovación Costarricense
104570898;Nuñez Jiménez, Norman;M;V;29/02/1968;3230000;Guanacaste;Renovación Costarricense
703470264;Lagos Gamboa, Ofelia;F;V;01/04/1962;570000;Guanacaste;Republicano Social Cristiano
603670448;Pacheco Madrigal, Beverly;F;U;16/09/1969;190000;Alajuela;Accesibilidad sin Exclusión
401640391;Ugarte Escalante, Gabriela;F;C;22/04/1997;1995000;Heredia;Liberación Nacional
105090315;Caballero Ballesteros, Francini;F;C;17/04/1988;2470000;Cartago;Liberación Nacional
603240120;Domingues Domingues, Alvaro;M;U;04/05/1992;2660000;Cartago;Renovación Costarricense
309770056;Ulloa Salas, Olga;F;C;27/05/1987;1425000;Guanacaste;Acción Ciudadana
603440586;González Izaguirre, Nazaret;F;D;12/09/1972;2755000;Limón;Acción Ciudadana
705850250;Herrera Wright, Grisel;F;C;09/07/1969;2850000;San José;Acción Ciudadana
703840021;Galan Palma, Walter;F;V;27/10/1969;2660000;Alajuela;Unidad Social Cristiana
601340381;Galan Madrigal, Nuria;M;V;24/10/1992;1330000;Guanacaste;Movimiento Libertario
205030852;Jiménez Ibarra, Beverly;F;U;02/04/1992;2660000;Alajuela;Acción Ciudadana
402160114;Quirós Campos, Alfonso;F;U;08/07/1967;1615000;Alajuela;Unidad Social Cristiana
609160336;Navas Huertas, Francisco;M;C;30/01/1969;3230000;Cartago;Partido Integración Nacional
506950535;Noguera Zarate, Yvone;M;C;02/08/1992;3135000;Guanacaste;Accesibilidad sin Exclusión
503520209;Ojeda González, Norman;M;S;03/03/1987;2945000;San José;Republicano Social Cristiano
705050710;Monestel Monestel, Bianka;F;U;09/04/1990;2850000;Puntarenas;Frente Amplio
400090014;González Williams, Melania;M;V;06/05/1973;2280000;Guanacaste;Acción Ciudadana
102370283;Ojeda Alvarado, Katia;F;S;21/07/1996;2755000;Cartago;Unidad Social Cristiana
408280838;Vega Barboza, Félix;M;S;26/04/1984;570000;San José;Renovación Costarricense
701190608;Vallejo Roldan, Grisel;F;D;26/05/1990;2945000;Limón;Unidad Social Cristiana
202520085;Echandi Angulo, Ana;M;V;23/01/1963;3230000;Cartago;Acción Ciudadana
303550324;Labrador Esquivel, Sonia;M;D;12/09/1966;950000;San José;Renovación Costarricense
705690415;Bolaños Zamora, Tatiana;F;V;18/11/1989;665000;Puntarenas;Liberación Nacional
704230377;Wright Ocampo, Elena;M;C;15/10/1960;2280000;San José;Partido Integración Nacional
104050744;Fajardo Ballesteros, Karen;M;U;19/06/1982;1235000;Limón;Republicano Social Cristiano
301070331;Ulloa Ojeda, Elena;F;U;01/07/1971;380000;Guanacaste;Frente Amplio
305280684;Fajardo Ballesteros, Tatiana;M;V;02/05/1978;760000;Limón;Accesibilidad sin Exclusión
403310306;Fournier Huertas, Priscila;M;S;18/06/1990;3040000;Cartago;Unidad Social Cristiana
607030263;Durán Juárez, Tania;M;D;29/03/1998;1330000;Guanacaste;Frente Amplio
605130199;Almengor Zarate, Kenneth;F;U;27/05/1971;2185000;San José;Partido Integración Nacional
100870125;Jácamo Zarate, Hilda;F;C;13/01/1970;0;Limón;Partido Integración Nacional
408010848;Noguera Varela, Mercedes;M;V;07/04/1977;855000;Heredia;Renovación Costarricense
604310472;Esquivel Ordoñez, Ever;M;C;25/03/1995;3040000;San José;Acción Ciudadana
602370104;Quirós Escalante, Vilma;F;V;07/08/1962;1615000;Cartago;Renovación Costarricense
703300576;Ochoa Ureña, Elena;M;C;07/10/1998;2090000;San José;Partido Integración Nacional
501600960;Fajardo De la O, Mauricio;F;C;06/01/1969;950000;Limón;Liberación Nacional
301150573;Lagos Gaitan, Valeria;F;U;27/09/1993;1900000;Puntarenas;Republicano Social Cristiano
105350393;Molina Padilla, Raúl;M;U;30/12/1994;1425000;Puntarenas;Acción Ciudadana
207680312;Echandi Herrera, Ernesto;M;C;24/04/1972;665000;Guanacaste;Accesibilidad sin Exclusión
402680351;Huertas Quintero, Alvaro;F;D;24/03/1991;2375000;Guanacaste;Republicano Social Cristiano
404040389;Mendez Molina, Rocío;M;U;05/07/1967;95000;Cartago;Unidad Social Cristiana
203340267;De la O Jaén, Humberto;M;S;10/07/1967;855000;Cartago;Partido Integración Nacional
100170551;Sancho Barboza, Ulises;F;D;21/05/1981;760000;Heredia;Acción Ciudadana
305810965;Espinoza Ordoñez, Valeria;M;V;10/05/1975;1995000;Guanacaste;Frente Amplio
402050217;Hurtado García, Yolanda;M;U;19/03/1978;2660000;Alajuela;Renovación Costarricense
206990178;Paniagua De la O, Ulises;F;D;12/01/1989;2090000;Cartago;Republicano Social Cristiano
201210448;Trujillo Nuñez, Paula;M;D;01/05/1998;380000;Puntarenas;Frente Amplio
408830510;Torres Madrigal, Katia;F;V;08/12/1962;0;Limón;Renovación Costarricense
700350618;Redondo Sancho, Roberto;M;U;29/06/1968;665000;Puntarenas;Renovación Costarricense
108140512;Lara Lamas, Hector;F;S;11/12/1978;2090000;Alajuela;Accesibilidad sin Exclusión
708610478;Gaitan Pacheco, Luis;M;V;07/07/1960;2565000;Guanacaste;Accesibilidad sin Exclusión
607510488;Noguera Sancho, Lorena;F;C;09/02/1983;1520000;Guanacaste;Acción Ciudadana
306350560;Wright Escalante, Bruno;M;D;20/09/1962;1900000;Guanacaste;Accesibilidad sin Exclusión
709320676;Sancho González, Ximena;F;C;12/10/1975;1045000;Alajuela;Renovación Costarricense
403450894;Padilla Escalante, Adriana;F;V;08/07/1981;2660000;Limón;Frente Amplio
107550495;Escalante Madrigal, Lady;M;U;16/11/1985;1235000;Heredia;Frente Amplio
509290916;De la O Ruiz, Elsa;M;V;17/12/1984;665000;Cartago;Republicano Social Cristiano
208380275;González Redondo, Sonia;M;C;08/07/1990;1900000;Puntarenas;Accesibilidad sin Exclusión
103060797;Herrera Cubero, Arturo;F;S;22/07/1962;2185000;Guanacaste;Liberación Nacional
607520583;Nicolas Almengor, Debora;F;C;21/12/1976;1995000;Puntarenas;Liberación Nacional
605890527;Naranjo Jiménez, Roberto;F;S;21/06/1983;95000;Alajuela;Unidad Social Cristiana
107470623;González Hernández, Cesar;F;C;01/12/1962;1520000;Limón;Liberación Nacional
604760550;Sanchez Roldan, Diana;M;V;19/07/1984;1805000;Puntarenas;Republicano Social Cristiano
404430647;Alvarado Ballesteros, Luis;M;S;20/12/1984;760000;Heredia;Frente Amplio
505410283;Angulo Molina, Vanesa;F;U;27/12/1975;475000;Puntarenas;Frente Amplio
209560736;Ureña Ugalde, Yehudi;F;U;14/03/1970;1805000;Heredia;Unidad Social Cristiana
302600065;González Ojeda, Kenneth;F;S;13/09/1981;1805000;Limón;Partido Integración Nacional
301910832;Gaitan Mendez, Mercedes;F;C;22/11/1990;1330000;Alajuela;Unidad Social Cristiana
301560904;Hidalgo Roldan, Uriel;M;S;29/08/1973;2945000;Puntarenas;Republicano Social Cristiano
209010013;Escalante Elizondo, Mauricio;M;C;16/04/1977;760000;Puntarenas;Frente Amplio
104350302;Torres Ibanez, Karla;F;U;23/02/1967;95000;Guanacaste;Partido Integración Nacional
408170790;Quirós Wright, Elsa;M;V;19/10/1986;2280000;Cartago;Movimiento Libertario
409560040;Sanchez Barahona, Debora;M;D;07/03/1963;3135000;Limón;Renovación Costarricense
605830235;Redondo Ordoñez, Nuria;F;V;29/06/1973;3135000;Cartago;Republicano Social Cristiano
103770439;Campos Salas, Elena;F;D;27/03/1996;1805000;Limón;Accesibilidad sin Exclusión
405990491;Zarate Quintanilla, Orlando;F;U;06/04/1983;1425000;Guanacaste;Unidad Social Cristiana
605910950;Elizondo Quiroga, Dunia;F;C;02/05/1961;2375000;San José;Partido Integración Nacional
404670019;Bolaños Chavarría, Zaida;M;C;13/04/1994;190000;Limón;Liberación Nacional
702150665;Nuñez Elizondo, Verónica;M;C;25/12/1992;2470000;San José;Acción Ciudadana
206460096;Jiménez Padilla, Gerardo;M;D;25/06/1999;1520000;San José;Movimiento Libertario
209140481;Escalante Molina, Grisel;F;C;29/10/1988;1140000;San José;Movimiento Libertario
608810092;Ocampo Ureña, Gabriela;F;S;26/08/1969;2945000;Limón;Liberación Nacional
404460361;Escalante Varela, Vanesa;F;D;22/03/1962;2565000;Guanacaste;Accesibilidad sin Exclusión
409690339;Obregón Barboza, Grisel;M;S;15/06/1973;2755000;Heredia;Accesibilidad sin Exclusión
101020901;Fournier González, Humberto;M;C;06/09/1964;190000;Cartago;Partido Integración Nacional
702170708;Nuñez Ibarra, Úrsula;M;U;15/06/1997;1615000;Heredia;Republicano Social Cristiano
104980823;Palacios Tenorio, José;F;D;30/07/1977;2850000;Alajuela;Renovación Costarricense
404420623;Padilla Obregón, Vilma;M;V;15/09/1979;2280000;Cartago;Acción Ciudadana
105340568;Barboza Sanchez, German;F;U;03/10/1962;1330000;Limón;Liberación Nacional
209220816;Escalante Labrador, Katia;F;V;24/02/1985;190000;Heredia;Accesibilidad sin Exclusión
502680896;Espinoza Lagos, Pablo;F;C;30/10/1971;1235000;Cartago;Republicano Social Cristiano
203490696;Redondo Monestel, Orlando;M;V;15/01/1974;1330000;San José;Acción Ciudadana
406750388;Saborío Williams, Hellen;F;V;01/07/1967;2470000;Limón;Unidad Social Cristiana
102780593;Juárez Ordoñez, Jessica;M;S;06/12/1960;1140000;Cartago;Unidad Social Cristiana
406860719;Ordoñez Blanco, Sergio;F;V;05/02/1991;1045000;Limón;Frente Amplio
708460493;Cespedes Monestel, Laura;F;V;02/12/1972;2850000;Alajuela;Republicano Social Cristiano
602040026;Ramírez Huertas, Kenneth;M;S;31/05/1973;2850000;Puntarenas;Frente Amplio
408660885;Nicolas Naranjo, Carlos;F;S;26/06/1964;570000;Limón;Acción Ciudadana
509300284;Quintana Paniagua, Irma;F;C;03/09/1984;1900000;Heredia;Accesibilidad sin Exclusión
301780323;Ochoa Valencia, Beverly;F;D;30/03/1996;950000;Heredia;Acción Ciudadana
509120422;Torres Juárez, Sergio;F;D;14/05/1961;2375000;Cartago;Frente Amplio
109920945;Noguera Abarca, Jorge;M;C;19/08/1966;1140000;Limón;Unidad Social Cristiana
507110049;Bolaños Quintanilla, Xavier;M;V;26/11/1981;1805000;Alajuela;Unidad Social Cristiana
508580549;Trujillo Pacheco, Braulio;M;C;27/06/1990;1710000;Heredia;Renovación Costarricense
505500080;Naranjo Ibanez, Priscila;M;V;14/07/1970;3040000;Alajuela;Accesibilidad sin Exclusión
609690712;Trujillo Saborío, Sandra;M;V;21/05/1979;2755000;San José;Acción Ciudadana
302680309;Cespedes Flores, Zoe;F;V;13/08/1980;1520000;San José;Unidad Social Cristiana
100730001;Alvarado Monestel, Alvaro;F;V;30/05/1973;2565000;Alajuela;Frente Amplio
202840704;Ulloa Flores, Ingrid;M;D;24/11/1996;1805000;Puntarenas;Acción Ciudadana
